,name,x,y,width,height
36,014_DU4RE5bim5A,0.821875,0.342500,0.356250,0.678333
37,016_qNYODERZEms,0.757500,0.613208,0.347500,0.773585
38,016_qNYODERZEms,0.458125,0.448113,0.336250,0.749057
39,016_qNYODERZEms,0.183750,0.766038,0.365000,0.467925
40,016_qNYODERZEms,0.105625,0.351887,0.206250,0.492453
41,016_qNYODERZEms,0.177500,0.196226,0.352500,0.388679
42,017_QHGfbEiWvq8,0.514375,0.571563,0.571250,0.856874
43,019_aaTsKm7exKE,0.169375,0.576350,0.218750,0.527002
44,019_aaTsKm7exKE,0.386250,0.351955,0.355000,0.484171
45,019_aaTsKm7exKE,0.492500,0.743948,0.337500,0.497207
46,019_aaTsKm7exKE,0.689375,0.523277,0.283750,0.644320
47,019_aaTsKm7exKE,0.862500,0.620112,0.215000,0.413408
48,020_vZJfrjIwmqU,0.512500,0.617702,0.462500,0.644068
49,021_4oXjCmKNCRU,0.243750,0.358509,0.190000,0.468451
50,021_4oXjCmKNCRU,0.210000,0.542065,0.145000,0.284895
51,021_4oXjCmKNCRU,0.263125,0.798279,0.261250,0.277247
52,021_4oXjCmKNCRU,0.448750,0.576482,0.190000,0.353728
53,021_4oXjCmKNCRU,0.571875,0.760038,0.283750,0.330784
54,021_4oXjCmKNCRU,0.704375,0.332696,0.288750,0.604207
55,021_4oXjCmKNCRU,0.584375,0.547801,0.071250,0.128107
56,021_4oXjCmKNCRU,0.885000,0.537285,0.162500,0.290631
57,024_W0PmnqQTGx8,0.505000,0.548964,0.302500,0.834275
58,026_YNs45yuMk_4,0.364375,0.820000,0.151250,0.220000
59,026_YNs45yuMk_4,0.420000,0.410000,0.477500,0.686667
60,026_YNs45yuMk_4,0.667500,0.472500,0.367500,0.551667
61,027_-CwuQDPShnA,0.233125,0.185047,0.178750,0.325234
62,027_-CwuQDPShnA,0.356250,0.336449,0.275000,0.553271
63,027_-CwuQDPShnA,0.178750,0.642056,0.282500,0.398131
64,027_-CwuQDPShnA,0.657500,0.271963,0.190000,0.342056
65,027_-CwuQDPShnA,0.605000,0.685981,0.282500,0.497196
66,027_-CwuQDPShnA,0.876250,0.426168,0.167500,0.321495
67,028_-vDPakMKna4,0.310625,0.342500,0.306250,0.395000
68,028_-vDPakMKna4,0.683125,0.356667,0.396250,0.530000
69,028_-vDPakMKna4,0.661250,0.700000,0.345000,0.363333
70,029_ZksYQQBGVIg,0.238849,0.363333,0.420144,0.516667
71,029_ZksYQQBGVIg,0.731655,0.361667,0.536691,0.610000
72,029_ZksYQQBGVIg,0.713669,0.750000,0.434532,0.413333
73,030_-i6kYqDvBQo,0.328750,0.458333,0.355000,0.436667
74,030_-i6kYqDvBQo,0.690000,0.568333,0.230000,0.423333
75,031_uk4-mPGpINU,0.386250,0.217500,0.570000,0.215000
76,031_uk4-mPGpINU,0.558750,0.511667,0.265000,0.533333
77,031_uk4-mPGpINU,0.750625,0.544167,0.241250,0.508333
78,032_2r2eDI3Hvlc,0.458750,0.404167,0.437500,0.641667
79,032_2r2eDI3Hvlc,0.206250,0.666667,0.330000,0.463333
80,032_2r2eDI3Hvlc,0.753125,0.590000,0.288750,0.443333
81,033_a390RmaelgQ,0.321250,0.426731,0.437500,0.660225
82,033_a390RmaelgQ,0.753750,0.396135,0.402500,0.666667
83,034_Cnyn7hmoUvQ,0.215000,0.500833,0.412500,0.738333
84,034_Cnyn7hmoUvQ,0.749375,0.530833,0.436250,0.565000
85,036_3LF5Y5Y_Q70,0.286250,0.444167,0.365000,0.668333
86,036_3LF5Y5Y_Q70,0.678750,0.347500,0.510000,0.641667
87,036_3LF5Y5Y_Q70,0.794375,0.705000,0.351250,0.486667
88,037_g4q8PTMpBqw,0.283750,0.476548,0.182500,0.352720
89,037_g4q8PTMpBqw,0.430000,0.482176,0.150000,0.393996
90,037_g4q8PTMpBqw,0.556250,0.325516,0.220000,0.388368
91,037_g4q8PTMpBqw,0.654375,0.590056,0.271250,0.534709
92,037_g4q8PTMpBqw,0.848125,0.728893,0.206250,0.324578
93,038_B6UTpjQs0bw,0.223125,0.706823,0.326250,0.415778
94,038_B6UTpjQs0bw,0.342500,0.428571,0.172500,0.383795
95,038_B6UTpjQs0bw,0.502500,0.281450,0.200000,0.443497
96,038_B6UTpjQs0bw,0.525000,0.682303,0.227500,0.383795
97,038_B6UTpjQs0bw,0.781250,0.488273,0.235000,0.379531
98,039_HBBQvJq98TY,0.489375,0.491667,0.831250,0.742593
99,040_1g_auGYdtfU,0.141250,0.565891,0.215000,0.457364
100,040_1g_auGYdtfU,0.305625,0.341085,0.248750,0.527132
101,040_1g_auGYdtfU,0.548125,0.300388,0.246250,0.472868
102,040_1g_auGYdtfU,0.512500,0.716085,0.372500,0.424419
103,040_1g_auGYdtfU,0.843750,0.584302,0.262500,0.567829
104,041_6hQILEaXRtg,0.506875,0.527523,0.863750,0.783486
105,042_qk77X1_g0zM,0.498125,0.523301,0.631250,0.953398
106,043_UPu2ng0N0zI,0.484426,0.498750,0.627869,0.737500
107,044_OfYLoI4FDf4,0.528178,0.569375,0.927916,0.861250
108,045_Rdhi-a07gmw,0.543125,0.241694,0.218750,0.390365
109,045_Rdhi-a07gmw,0.344375,0.370432,0.196250,0.308970
110,045_Rdhi-a07gmw,0.237500,0.722591,0.335000,0.458472
111,045_Rdhi-a07gmw,0.449375,0.686047,0.263750,0.428571
112,045_Rdhi-a07gmw,0.765625,0.609635,0.258750,0.465116
113,046_qQbkLT_P2os,0.376250,0.563099,0.650000,0.675719
114,046_qQbkLT_P2os,0.699375,0.373003,0.571250,0.656550
115,047__bHHefe5kng,0.450000,0.226788,0.552500,0.450533
116,047__bHHefe5kng,0.153750,0.587519,0.305000,0.651446
117,047__bHHefe5kng,0.643125,0.645358,0.606250,0.709285
118,048_iC9glWRw_EM,0.153125,0.536398,0.201250,0.436782
119,048_iC9glWRw_EM,0.323750,0.376437,0.235000,0.511494
120,048_iC9glWRw_EM,0.566250,0.400383,0.215000,0.463602
121,048_iC9glWRw_EM,0.485625,0.741379,0.398750,0.394636
122,048_iC9glWRw_EM,0.825000,0.673372,0.275000,0.545977
123,049_ndkzIjp4CXQ,0.493750,0.256098,0.380000,0.437148
124,049_ndkzIjp4CXQ,0.185625,0.625704,0.288750,0.512195
125,049_ndkzIjp4CXQ,0.360000,0.586304,0.207500,0.369606
126,049_ndkzIjp4CXQ,0.521875,0.765478,0.271250,0.386492
127,049_ndkzIjp4CXQ,0.685625,0.629456,0.216250,0.302064
128,050_4peQ8o3y9-4,0.230625,0.560038,0.268750,0.444653
129,050_4peQ8o3y9-4,0.403125,0.511257,0.223750,0.335835
130,050_4peQ8o3y9-4,0.552500,0.287054,0.365000,0.424015
131,050_4peQ8o3y9-4,0.709375,0.524390,0.223750,0.253283
132,050_4peQ8o3y9-4,0.783125,0.712008,0.281250,0.358349
133,050_4peQ8o3y9-4,0.543750,0.778612,0.237500,0.330206
134,051_6AFRYRgtKzA,0.210000,0.515000,0.312500,0.510000
135,051_6AFRYRgtKzA,0.418750,0.483333,0.237500,0.370000
136,051_6AFRYRgtKzA,0.618125,0.242500,0.423750,0.451667
137,051_6AFRYRgtKzA,0.756875,0.552500,0.251250,0.318333
138,051_6AFRYRgtKzA,0.571250,0.739167,0.347500,0.441667
139,052_z7PpmpKIPU4,0.199375,0.591667,0.306250,0.466667
140,052_z7PpmpKIPU4,0.363750,0.526667,0.255000,0.326667
141,052_z7PpmpKIPU4,0.510625,0.297500,0.378750,0.381667
142,052_z7PpmpKIPU4,0.673125,0.510833,0.216250,0.275000
143,052_z7PpmpKIPU4,0.796875,0.668333,0.306250,0.370000
144,052_z7PpmpKIPU4,0.546250,0.775833,0.267500,0.368333
145,053_MKIISBeGQFg,0.158125,0.524167,0.301250,0.348333
146,053_MKIISBeGQFg,0.440625,0.404167,0.291250,0.261667
147,053_MKIISBeGQFg,0.368125,0.592500,0.186250,0.221667
148,053_MKIISBeGQFg,0.422500,0.691667,0.192500,0.276667
149,053_MKIISBeGQFg,0.587500,0.565833,0.172500,0.171667
150,053_MKIISBeGQFg,0.703750,0.686667,0.207500,0.240000
151,053_MKIISBeGQFg,0.671875,0.386667,0.196250,0.210000
152,053_MKIISBeGQFg,0.867500,0.450833,0.247500,0.311667
153,054_Y60m9y4Jh0g,0.538125,0.517500,0.848750,0.965000
154,055_Cggc3hvlPfg,0.516250,0.275000,0.432500,0.433333
155,055_Cggc3hvlPfg,0.180625,0.589167,0.331250,0.491667
156,055_Cggc3hvlPfg,0.343125,0.525833,0.283750,0.361667
157,055_Cggc3hvlPfg,0.526250,0.745833,0.312500,0.418333
158,055_Cggc3hvlPfg,0.711875,0.470833,0.248750,0.288333
159,055_Cggc3hvlPfg,0.811875,0.714167,0.296250,0.365000
160,056_QSbfoJ9AsZQ,0.725000,0.518333,0.550000,0.963333
161,056_QSbfoJ9AsZQ,0.272500,0.500833,0.542500,0.998333
162,057_n1EFvW3JrYo,0.298750,0.478333,0.587500,0.826667
163,057_n1EFvW3JrYo,0.722500,0.585000,0.510000,0.763333
164,061__er6hwL4Y_M,0.169286,0.540685,0.264286,0.361884
165,061__er6hwL4Y_M,0.413571,0.512848,0.230000,0.314775
166,061__er6hwL4Y_M,0.345714,0.206638,0.297143,0.314775
167,061__er6hwL4Y_M,0.620714,0.233405,0.247143,0.295503
168,061__er6hwL4Y_M,0.821429,0.311563,0.162857,0.267666
169,061__er6hwL4Y_M,0.640000,0.649893,0.240000,0.451820
170,061__er6hwL4Y_M,0.856429,0.633833,0.227143,0.411135
171,062_sffTSxquNA0,0.058125,0.313321,0.113750,0.232645
172,062_sffTSxquNA0,0.377500,0.310507,0.190000,0.298311
173,062_sffTSxquNA0,0.545625,0.278612,0.148750,0.283302
174,062_sffTSxquNA0,0.843125,0.421201,0.071250,0.155722
175,062_sffTSxquNA0,0.926875,0.382739,0.126250,0.247655
176,062_sffTSxquNA0,0.785625,0.253283,0.213750,0.337711
177,062_sffTSxquNA0,0.523125,0.140713,0.173750,0.157598
178,062_sffTSxquNA0,0.353125,0.159475,0.138750,0.116323
179,062_sffTSxquNA0,0.596875,0.102251,0.218750,0.200750
180,062_sffTSxquNA0,0.469375,0.055347,0.091250,0.106942
181,062_sffTSxquNA0,0.945000,0.129456,0.055000,0.075047
182,062_sffTSxquNA0,0.160000,0.195122,0.070000,0.093809
183,062_sffTSxquNA0,0.777500,0.079737,0.130000,0.121951
184,063_Fa4IMCTXq04,0.206250,0.493772,0.320000,0.467972
185,063_Fa4IMCTXq04,0.530000,0.365658,0.292500,0.357651
186,063_Fa4IMCTXq04,0.406250,0.620107,0.140000,0.176157
187,063_Fa4IMCTXq04,0.539375,0.629004,0.143750,0.172598
188,063_Fa4IMCTXq04,0.815625,0.427936,0.288750,0.507117
189,064_9w1MwbTAfS0,0.419375,0.552028,0.356250,0.412698
190,064_9w1MwbTAfS0,0.343750,0.811287,0.182500,0.201058
191,064_9w1MwbTAfS0,0.494375,0.818342,0.161250,0.208113
192,064_9w1MwbTAfS0,0.800000,0.697531,0.372500,0.481481
193,065_ca8G5lwf7CU,0.700603,0.445000,0.450980,0.400000
194,065_ca8G5lwf7CU,0.593514,0.708333,0.239819,0.213333
195,065_ca8G5lwf7CU,0.789593,0.720000,0.209653,0.203333
196,067_9AjDFE60KkU,0.468750,0.491525,0.582500,0.821092
197,068_cWoOH1vgnZw,0.085625,0.661959,0.168750,0.672316
198,068_cWoOH1vgnZw,0.567500,0.084746,0.350000,0.165725
199,068_cWoOH1vgnZw,0.512500,0.524482,0.547500,0.951036
200,069_W-jISbXJon8,0.432500,0.535782,0.535000,0.928437
201,070_bQ4dCaNd0yc,0.276875,0.559322,0.541250,0.651601
202,070_bQ4dCaNd0yc,0.649375,0.540490,0.226250,0.320151
203,070_bQ4dCaNd0yc,0.859375,0.627119,0.211250,0.384181
204,071_DO9010arQN4,0.285000,0.482109,0.497500,0.583804
205,071_DO9010arQN4,0.498750,0.587571,0.237500,0.365348
206,071_DO9010arQN4,0.728750,0.635593,0.227500,0.382298
207,072_qMKO1Y6SWIw,0.201250,0.592871,0.377500,0.619137
208,072_qMKO1Y6SWIw,0.535625,0.618199,0.311250,0.512195
209,072_qMKO1Y6SWIw,0.571875,0.294559,0.351250,0.195122
210,072_qMKO1Y6SWIw,0.773750,0.582552,0.250000,0.478424
211,073_IOmIK6b0R_k,0.155000,0.606942,0.307500,0.463415
212,073_IOmIK6b0R_k,0.324375,0.436210,0.351250,0.500938
213,073_IOmIK6b0R_k,0.619375,0.326454,0.466250,0.592871
214,073_IOmIK6b0R_k,0.845000,0.530957,0.310000,0.375235
215,074_uDRDhDPutYM,0.263125,0.712946,0.313750,0.442777
216,074_uDRDhDPutYM,0.596875,0.468105,0.613750,0.819887
217,075_osC0agHm9UY,0.203750,0.583490,0.405000,0.454034
218,075_osC0agHm9UY,0.530000,0.652908,0.190000,0.285178
219,075_osC0agHm9UY,0.770625,0.533771,0.453750,0.636023
220,076_1fBWF5_cSVg,0.225000,0.612570,0.417500,0.515947
221,076_1fBWF5_cSVg,0.504375,0.411820,0.363750,0.624765
222,076_1fBWF5_cSVg,0.820625,0.559099,0.318750,0.506567
223,076_1fBWF5_cSVg,0.723125,0.193246,0.296250,0.236398
224,077_G_Lqc5PeqMs,0.215000,0.645403,0.355000,0.510319
225,077_G_Lqc5PeqMs,0.456250,0.471857,0.332500,0.549719
226,077_G_Lqc5PeqMs,0.773750,0.245779,0.365000,0.315197
227,077_G_Lqc5PeqMs,0.670625,0.603189,0.218750,0.429644
228,077_G_Lqc5PeqMs,0.853125,0.572233,0.236250,0.390244
229,078_N9Gq5vYv3Qc,0.226875,0.556667,0.398750,0.586667
230,078_N9Gq5vYv3Qc,0.495000,0.629167,0.282500,0.331667
231,078_N9Gq5vYv3Qc,0.766250,0.611667,0.312500,0.330000
232,079_frmnHY27ac4,0.472500,0.440901,0.592500,0.818011
233,080_4ftkfkKrpAc,0.199375,0.586304,0.318750,0.448405
234,080_4ftkfkKrpAc,0.405000,0.256098,0.347500,0.429644
235,080_4ftkfkKrpAc,0.738750,0.538462,0.320000,0.401501
236,081_3Npqj4QlKnw,0.278125,0.681051,0.306250,0.390244
237,081_3Npqj4QlKnw,0.178125,0.377111,0.278750,0.318949
238,081_3Npqj4QlKnw,0.320625,0.274859,0.218750,0.324578
239,081_3Npqj4QlKnw,0.533750,0.631332,0.197500,0.275797
240,081_3Npqj4QlKnw,0.813125,0.670732,0.328750,0.444653
241,082_GAKn8QXsYtY,0.166429,0.587097,0.247143,0.322581
242,082_GAKn8QXsYtY,0.297143,0.384946,0.268571,0.378495
243,082_GAKn8QXsYtY,0.505000,0.484946,0.252857,0.372043
244,082_GAKn8QXsYtY,0.382857,0.716129,0.240000,0.318280
245,082_GAKn8QXsYtY,0.595000,0.851613,0.178571,0.245161
246,082_GAKn8QXsYtY,0.691429,0.653763,0.200000,0.232258
247,082_GAKn8QXsYtY,0.703571,0.319355,0.258571,0.298925
248,082_GAKn8QXsYtY,0.858571,0.527957,0.254286,0.337634
249,083_mx9HfmWGwWo,0.245625,0.605305,0.361250,0.445338
250,083_mx9HfmWGwWo,0.573750,0.330386,0.467500,0.590032
251,083_mx9HfmWGwWo,0.767500,0.729904,0.287500,0.344051
252,084_Kave19cHnuk,0.506250,0.474643,0.842500,0.825674
253,085_WxCR_LKjNMg,0.216875,0.567742,0.351250,0.422581
254,085_WxCR_LKjNMg,0.520000,0.328226,0.437500,0.498387
255,085_WxCR_LKjNMg,0.759375,0.685484,0.266250,0.345161
256,086_LlrNkyjzlUM,0.240000,0.332500,0.397500,0.335000
257,086_LlrNkyjzlUM,0.387500,0.635000,0.312500,0.406667
258,086_LlrNkyjzlUM,0.655625,0.549167,0.251250,0.255000
259,086_LlrNkyjzlUM,0.808750,0.712500,0.225000,0.251667
260,086_LlrNkyjzlUM,0.665625,0.251667,0.308750,0.403333
261,087_S8PN799v2qs,0.236875,0.567500,0.371250,0.528333
262,087_S8PN799v2qs,0.511250,0.240000,0.440000,0.333333
263,087_S8PN799v2qs,0.752500,0.523333,0.317500,0.383333
264,087_S8PN799v2qs,0.570625,0.741667,0.296250,0.326667
265,088_lU5bKesd7RE,0.473750,0.455000,0.525000,0.753333
266,089_x5s42SvaVDA,0.493125,0.344884,0.528750,0.620462
267,089_x5s42SvaVDA,0.788750,0.580858,0.370000,0.557756
268,090_R0e5D4aeTcc,0.463750,0.443069,0.635000,0.595710
269,092_YzaMvFvqkiM,0.126875,0.469565,0.221250,0.326957
270,092_YzaMvFvqkiM,0.356250,0.496522,0.307500,0.446957
271,092_YzaMvFvqkiM,0.731875,0.488696,0.323750,0.483478
272,092_YzaMvFvqkiM,0.799375,0.733913,0.381250,0.340870
273,093_Bz-kiIMN6EA,0.348125,0.478654,0.546250,0.635468
274,093_Bz-kiIMN6EA,0.735625,0.600164,0.393750,0.648604
275,096_u9lKkXBQX90,0.434375,0.490833,0.596250,0.701667
276,096_u9lKkXBQX90,0.730000,0.910000,0.530000,0.180000
277,097_KDPRwpRCosU,0.425000,0.596439,0.340000,0.388724
278,097_KDPRwpRCosU,0.700625,0.495549,0.273750,0.347181
279,097_KDPRwpRCosU,0.152500,0.612760,0.215000,0.270030
280,098_TDMUA-5wc9A,0.415000,0.467492,0.505000,0.510836
281,099_sP5Y2PBI-JQ,0.732500,0.548063,0.515000,0.530846
282,099_sP5Y2PBI-JQ,0.260000,0.432568,0.447500,0.469154
283,099_sP5Y2PBI-JQ,0.523750,0.185079,0.350000,0.358680
284,099_sP5Y2PBI-JQ,0.171875,0.112626,0.341250,0.222382
285,100_BcPhJ4RWl7I,0.256875,0.338333,0.191250,0.180000
286,100_BcPhJ4RWl7I,0.451875,0.364167,0.188750,0.218333
287,100_BcPhJ4RWl7I,0.533125,0.230833,0.151250,0.215000
288,100_BcPhJ4RWl7I,0.583125,0.644167,0.271250,0.381667
289,100_BcPhJ4RWl7I,0.311250,0.555000,0.255000,0.323333
290,101_ocRZyv2hUFg,0.687500,0.410833,0.387500,0.581667
291,101_ocRZyv2hUFg,0.285000,0.548333,0.482500,0.533333
292,102_BV5Swi4Xfjc,0.324375,0.447500,0.401250,0.545000
293,102_BV5Swi4Xfjc,0.631875,0.229167,0.338750,0.428333
294,102_BV5Swi4Xfjc,0.666875,0.673333,0.286250,0.496667
295,103_NGB1TiIcAP0,0.524286,0.530000,0.848571,0.753333
296,104_vkXBV1kUvCg,0.265152,0.337500,0.477961,0.671667
297,105_ZjP8AgYiJIY,0.604651,0.492500,0.790698,0.981667
298,106_Zwo5VffPg80,0.455446,0.532500,0.809052,0.935000
299,106_Zwo5VffPg80,0.636492,0.070000,0.319661,0.136667
300,107_nHRf0ZG2NHs,0.497869,0.499167,0.992898,0.995000
301,109_iG9ICjPhs9U,0.252500,0.369167,0.502500,0.735000
302,109_iG9ICjPhs9U,0.602500,0.516667,0.287500,0.496667
303,109_iG9ICjPhs9U,0.825000,0.412500,0.337500,0.528333
304,110_uDu99Ad0ev8,0.500704,0.500833,0.998592,0.998333
305,111_e0g1s3_-3rM,0.369375,0.273070,0.321250,0.497175
306,111_e0g1s3_-3rM,0.225625,0.460452,0.273750,0.431262
307,111_e0g1s3_-3rM,0.552500,0.696798,0.232500,0.406780
308,111_e0g1s3_-3rM,0.568125,0.343691,0.258750,0.325800
309,111_e0g1s3_-3rM,0.729375,0.466102,0.176250,0.318267
310,111_e0g1s3_-3rM,0.870000,0.558380,0.162500,0.348399
311,112_Q-98asNAtW4,0.170000,0.587571,0.270000,0.335217
312,112_Q-98asNAtW4,0.346250,0.329567,0.402500,0.478343
313,112_Q-98asNAtW4,0.721250,0.441620,0.420000,0.709981
314,112_Q-98asNAtW4,0.839375,0.636535,0.268750,0.493409
315,113_FHu7lNl8FbA,0.380625,0.272894,0.431250,0.457875
316,113_FHu7lNl8FbA,0.161250,0.611722,0.212500,0.347985
317,113_FHu7lNl8FbA,0.421875,0.770147,0.276250,0.371795
318,113_FHu7lNl8FbA,0.755000,0.491758,0.420000,0.602564
319,113_FHu7lNl8FbA,0.781250,0.760073,0.240000,0.318681
320,114_HA5bP5X8BuY,0.617500,0.501866,0.765000,0.996269
321,115_Jd1nw0g-Z5c,0.282500,0.319167,0.330000,0.258333
322,115_Jd1nw0g-Z5c,0.154375,0.465833,0.286250,0.231667
323,115_Jd1nw0g-Z5c,0.525625,0.533333,0.423750,0.353333
324,115_Jd1nw0g-Z5c,0.536875,0.334167,0.303750,0.155000
325,115_Jd1nw0g-Z5c,0.848125,0.493333,0.246250,0.360000
326,119_D_g33HPgXp4,0.273750,0.409167,0.487500,0.545000
327,119_D_g33HPgXp4,0.805000,0.452500,0.385000,0.481667
328,119_D_g33HPgXp4,0.736875,0.101667,0.526250,0.200000
329,119_D_g33HPgXp4,0.140000,0.050000,0.277500,0.096667
330,120_jKaoS53H7gY,0.370625,0.349167,0.208750,0.261667
331,120_jKaoS53H7gY,0.670000,0.371667,0.377500,0.413333
332,120_jKaoS53H7gY,0.671875,0.700833,0.193750,0.215000
333,120_jKaoS53H7gY,0.421875,0.630000,0.236250,0.256667
334,120_jKaoS53H7gY,0.222500,0.558333,0.285000,0.290000
335,121_yYP_idjfBCU,0.190000,0.359287,0.322500,0.455910
336,121_yYP_idjfBCU,0.245000,0.724203,0.180000,0.266417
337,121_yYP_idjfBCU,0.420000,0.547842,0.227500,0.255159
338,121_yYP_idjfBCU,0.550000,0.763602,0.230000,0.311445
339,121_yYP_idjfBCU,0.780000,0.582552,0.405000,0.410882
340,121_yYP_idjfBCU,0.670000,0.485929,0.267500,0.360225
341,122_m2uro2g6mCM,0.223750,0.382739,0.247500,0.270169
342,122_m2uro2g6mCM,0.110625,0.499062,0.128750,0.228893
343,122_m2uro2g6mCM,0.237500,0.608818,0.150000,0.219512
344,122_m2uro2g6mCM,0.397500,0.723265,0.182500,0.193246
345,122_m2uro2g6mCM,0.506875,0.592871,0.201250,0.243902
346,122_m2uro2g6mCM,0.621250,0.756098,0.147500,0.187617
347,122_m2uro2g6mCM,0.638750,0.463415,0.310000,0.277674
348,122_m2uro2g6mCM,0.817500,0.563790,0.192500,0.238274
349,122_m2uro2g6mCM,0.800000,0.414634,0.177500,0.213884
350,122_m2uro2g6mCM,0.609375,0.314259,0.131250,0.103189
351,122_m2uro2g6mCM,0.406875,0.332083,0.078750,0.176360
352,122_m2uro2g6mCM,0.489375,0.361163,0.121250,0.125704
353,122_m2uro2g6mCM,0.350625,0.357411,0.048750,0.076923
354,123_ro3uOuKZj0g,0.385625,0.592871,0.576250,0.589118
355,123_ro3uOuKZj0g,0.777500,0.515947,0.277500,0.375235
356,124_CKOidhx1oZ0,0.327500,0.534709,0.472500,0.656660
357,124_CKOidhx1oZ0,0.740000,0.570356,0.312500,0.393996
358,125_6FOXgpqB4bk,0.307255,0.457500,0.568990,0.635000
359,125_6FOXgpqB4bk,0.600996,0.738333,0.214794,0.256667
360,125_6FOXgpqB4bk,0.750356,0.400833,0.308677,0.305000
361,125_6FOXgpqB4bk,0.852063,0.727500,0.236131,0.298333
362,126_rz7mMpqO6SU,0.243750,0.492048,0.320000,0.463221
363,126_rz7mMpqO6SU,0.505625,0.538767,0.268750,0.310139
364,126_rz7mMpqO6SU,0.806250,0.593439,0.222500,0.316103
365,127_5z4-vDJFDS8,0.223125,0.386403,0.288750,0.301205
366,127_5z4-vDJFDS8,0.231875,0.653184,0.223750,0.232358
367,127_5z4-vDJFDS8,0.517500,0.416523,0.305000,0.488812
368,127_5z4-vDJFDS8,0.634375,0.737522,0.188750,0.283993
369,127_5z4-vDJFDS8,0.804375,0.510327,0.273750,0.308090
370,128_iITC2t8k-ao,0.166875,0.455000,0.213750,0.253333
371,128_iITC2t8k-ao,0.403125,0.350833,0.361250,0.238333
372,128_iITC2t8k-ao,0.755625,0.286667,0.351250,0.500000
373,128_iITC2t8k-ao,0.335000,0.600833,0.240000,0.218333
374,128_iITC2t8k-ao,0.525000,0.683333,0.170000,0.293333
375,128_iITC2t8k-ao,0.670625,0.634167,0.188750,0.185000
376,128_iITC2t8k-ao,0.863125,0.645833,0.211250,0.298333
377,129_E1FD01dZMiw,0.203125,0.435000,0.306250,0.333333
378,129_E1FD01dZMiw,0.577500,0.348333,0.477500,0.400000
379,129_E1FD01dZMiw,0.419375,0.715000,0.333750,0.350000
380,129_E1FD01dZMiw,0.674375,0.793333,0.196250,0.250000
381,129_E1FD01dZMiw,0.841875,0.593333,0.253750,0.283333
382,130_yMTw5BmIIrQ,0.219375,0.447706,0.338750,0.510092
383,130_yMTw5BmIIrQ,0.598750,0.288991,0.287500,0.291743
384,130_yMTw5BmIIrQ,0.631875,0.692661,0.251250,0.346789
385,130_yMTw5BmIIrQ,0.861875,0.403670,0.218750,0.344954
386,131_YrsaHYXAieo,0.165625,0.554257,0.288750,0.370618
387,131_YrsaHYXAieo,0.350000,0.364775,0.307500,0.392321
388,131_YrsaHYXAieo,0.525625,0.571786,0.181250,0.278798
389,131_YrsaHYXAieo,0.651875,0.296327,0.291250,0.335559
390,131_YrsaHYXAieo,0.775000,0.601836,0.292500,0.378965
391,132_UA3dfTBxij0,0.191875,0.443333,0.228750,0.323333
